id,name,short_name,description
1194,Demanda medida discriminación horaria Sin discriminación horaria,Sin discriminación horaria,"<p>La discriminación horaria es una modalidad de tarifa eléctrica, donde se establece un precio diferente según el tramo del día.</p><p>En concreto este indicador se refiere a las medidas de consumo para la tarifa sin discriminación horaria.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>"
1195,Demanda medida discriminación horaria G0 GENERAL ALTA TENSIÓN,G0 GENERAL ALTA TENSIÓN,"<p>La discriminación horaria es una modalidad de tarifa eléctrica, donde se establece un precio diferente según el tramo del día.</p><p>En concreto este indicador se refiere a las medidas de consumo para la tarifa general de alta tensión.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>"
1196,Demanda medida discriminación horaria E1 TARIFA DE UN PERIODO,E1 TARIFA DE UN PERIODO,"<p>La discriminación horaria es una modalidad de tarifa eléctrica, donde se establece un precio diferente según el tramo del día.</p><p>En concreto este indicador se refiere a las medidas de consumo para la discriminación horaria de 1 periodo.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>"
1197,Demanda medida discriminación horaria E2 TARIFA DE DOS PERIODOS,E2 TARIFA DE DOS PERIODOS,"<p>La discriminación horaria es una modalidad de tarifa eléctrica, donde se establece un precio diferente según el tramo del día.</p><p>En concreto este indicador se refiere a las medidas de consumo para la discriminación horaria de 2 periodos.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>"
1198,Demanda medida discriminación horaria E3 TARIFA DE TRES PERIODOS,E3 TARIFA DE TRES PERIODOS,"<p>La discriminación horaria es una modalidad de tarifa eléctrica, donde se establece un precio diferente según el tramo del día.</p><p>En concreto este indicador se refiere a las medidas de consumo para la discriminación horaria de 3 periodos.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>"
1199,Demanda medida discriminación horaria E4 TARIFA DE TRES PERIODOS CON DISCRIMINACIÓN HORARIA DE TIPO 4,E4 TARIFA DE TRES PERIODOS CON DISCRIMINACIÓN HORARIA DE TIPO 4,"<p>La discriminación horaria es una modalidad de tarifa eléctrica, donde se establece un precio diferente según el tramo del día.</p><p>En concreto este indicador se refiere a las medidas de consumo para la discriminación horaria de 3 periodos y tipo 4.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>"
1200,Demanda medida nivel de tensión Sin nivel tensión,Sin nivel tensión,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo sin nivel de tensión.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1201,Demanda medida nivel de tensión E0 Baja tensión,E0 Baja tensión,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión E0 Baja tensión.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1202,Demanda medida nivel de tensión E1 >= 1 kV y < 14 kV,E1 >= 1 kV y < 14 kV,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión E1 >= 1 kV y < 14 kV.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1203,Demanda medida nivel de tensión E2 >= 14 kV y < 36 kV,E2 >= 14 kV y < 36 kV,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión  E2 >= 14 kV y < 36 kV.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1204,Demanda medida nivel de tensión E3 >= 36 kV y < 72.5 kV,E3 >= 36 kV y < 72.5 kV,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión E3 >= 36 kV y < 72.5 kV.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1205,Demanda medida nivel de tensión E4 >= 72.5 kV y < 145 kV,E4 >= 72.5 kV y < 145 kV,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión E4 >= 72.5 kV y < 145 kV.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1206,Demanda medida nivel de tensión E5 >= 145 kV y < 220 kV,E5 >= 145 kV y < 220 kV,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión E5 >= 145 kV y < 220 kV.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1207,Demanda medida nivel de tensión E6 >= 220 kV,E6 >= 220 kV,<p>Medidas de consumo según el nivel de tensión.</p><p>En concreto este indicador se refiere a las medidas de consumo para el nivel de tensión  E6 >= 220 kV.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p><p></p>
1208,Demanda medida tarifa de acceso Sin tarifa de acceso,Sin tarifa de acceso,<p>La tarifa de acceso es la tarifa que paga la compañía Comercializadora a la compañía Distribuidora por el uso de la red de distribución de la energía.</p><p>Es una tarifa fijada por el Gobierno y que paga el cliente a través de su compañía Comercializadora cuando contrata una tarifa en mercado libre.</p><p>En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso Sin tarifa de acceso.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
1209,"Demanda medida tarifa de acceso 2.0 GENERAL BAJA TENSIÓN, POTENCIA NO SUPERIOR A 15 KW ","2.0 GENERAL BAJA TENSIÓN, POTENCIA NO SUPERIOR A 15 KW ","

<p>La tarifa de acceso es la tarifa que paga la compa&ntilde;&iacute;a Comercializadora a la compa&ntilde;&iacute;a Distribuidora por el uso de la red de distribuci&oacute;n de la energ&iacute;a.</p>

<p>Es una tarifa fijada por el Gobierno y que paga el cliente a trav&eacute;s de su compa&ntilde;&iacute;a Comercializadora cuando contrata una tarifa en mercado libre.</p>

<p>En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 2.0 GENERAL BAJA TENSI&Oacute;N, POTENCIA NO SUPERIOR A 15 KW .</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
"
1210,"Demanda medida tarifa de acceso 2.1 GENERAL BAJA TENSIÓN, POTENCIA SUPERIOR A 10 KW Y NO SUPERIOR A 15 KW","2.1 GENERAL BAJA TENSIÓN, POTENCIA SUPERIOR A 10 KW Y NO SUPERIOR A 15 KW","

<p>La tarifa de acceso es la tarifa que paga la compa&ntilde;&iacute;a Comercializadora a la compa&ntilde;&iacute;a Distribuidora por el uso de la red de distribuci&oacute;n de la energ&iacute;a.</p>

<p>Es una tarifa fijada por el Gobierno y que paga el cliente a trav&eacute;s de su compa&ntilde;&iacute;a Comercializadora cuando contrata una tarifa en mercado libre.</p>

<p>En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 2.1&nbsp;GENERAL BAJA TENSI&Oacute;N, POTENCIA SUPERIOR A 10 KW Y NO SUPERIOR A 15 KW.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
"
1211,"Demanda medida tarifa de acceso 2.0 GENERAL BAJA TENSIÓN, POTENCIA NO SUPERIOR A 10 KW ","2.0 GENERAL BAJA TENSIÓN, POTENCIA NO SUPERIOR A 10 KW ","

<p>La tarifa de acceso es la tarifa que paga la compa&ntilde;&iacute;a Comercializadora a la compa&ntilde;&iacute;a Distribuidora por el uso de la red de distribuci&oacute;n de la energ&iacute;a.</p>

<p>Es una tarifa fijada por el Gobierno y que paga el cliente a trav&eacute;s de su compa&ntilde;&iacute;a Comercializadora cuando contrata una tarifa en mercado libre.</p>

<p>En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 2.0&nbsp;GENERAL BAJA TENSI&Oacute;N, POTENCIA NO SUPERIOR A 10 KW .</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
"
1212,Demanda medida tarifa de acceso 3.0A GENERAL BAJA TENSIÓN,3.0A GENERAL BAJA TENSIÓN,"

<p>La tarifa de acceso es la tarifa que paga la compa&ntilde;&iacute;a Comercializadora a la compa&ntilde;&iacute;a Distribuidora por el uso de la red de distribuci&oacute;n de la energ&iacute;a.</p>

<p>Es una tarifa fijada por el Gobierno y que paga el cliente a trav&eacute;s de su compa&ntilde;&iacute;a Comercializadora cuando contrata una tarifa en mercado libre.</p>

<p>En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 3.0A&nbsp;GENERAL BAJA TENSI&Oacute;N.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
"
1213,Demanda medida tarifa de acceso 3.1A DE 1 A 36 KV DE TRES PERIODOS,3.1A DE 1 A 36 KV DE TRES PERIODOS,"

<p>La tarifa de acceso es la tarifa que paga la compa&ntilde;&iacute;a Comercializadora a la compa&ntilde;&iacute;a Distribuidora por el uso de la red de distribuci&oacute;n de la energ&iacute;a.</p>

<p>Es una tarifa fijada por el Gobierno y que paga el cliente a trav&eacute;s de su compa&ntilde;&iacute;a Comercializadora cuando contrata una tarifa en mercado libre.</p>

<p>En concreto este indicador se refiere a las medidas de consumo para la tarifa de acceso 3.1A&nbsp;DE 1 A 36 KV DE TRES PERIODOS.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
"
